,app_id,NPS,response_content,response_unhappy,response_friendly,APL_SEX,APL_BIRTHYEAR,APL_FREEZE_AVAILABLE_INCOME
1564,100964423,100,35,85,75,F,1982-01-01 00:00:00,750
1565,100214034,100,95,5,85,F,1975-01-01 00:00:00,5509.63
1566,15630905,100,85,1,85,F,1987-01-01 00:00:00,2344.83
1567,100955966,100,85,20,85,F,1966-01-01 00:00:00,0
1568,100955966,100,85,20,85,M,1964-01-01 00:00:00,0
1569,100103144,100,-100,35,85,F,,3000
1570,100723208,100,45,75,65,M,1982-01-01 00:00:00,3331.67
1571,100723208,100,45,75,65,F,1988-01-01 00:00:00,2350
1572,100844898,0,75,45,75,M,1990-01-01 00:00:00,2168.79
1573,100844898,0,75,45,75,F,1989-01-01 00:00:00,894.59
1574,100693046,100,85,20,85,M,1963-01-01 00:00:00,3791.67
1575,100693046,100,85,20,85,F,1967-01-01 00:00:00,900
1576,18760811,0,65,20,85,M,1971-01-01 00:00:00,2546.49
1577,16326415,100,85,5,85,M,1983-01-01 00:00:00,3074.23
1578,16326415,100,85,5,85,F,1986-01-01 00:00:00,3428.55
1579,20961018,100,45,85,65,F,1968-01-01 00:00:00,2295
1580,11994814,100,85,5,85,M,1980-01-01 00:00:00,3030
1581,11994814,100,85,5,85,F,1980-01-01 00:00:00,1860
1582,100194391,100,85,20,85,M,1979-01-01 00:00:00,3006.15
1583,100194391,100,85,20,85,F,1993-01-01 00:00:00,219
1584,101055792,100,85,5,85,M,1963-01-01 00:00:00,8304
1585,101582437,100,50,75,85,F,1976-01-01 00:00:00,4111.24
1586,20850321,100,85,20,85,F,1990-01-01 00:00:00,3390
1587,20850321,100,85,20,85,M,1988-01-01 00:00:00,3143
1588,6948493,100,75,20,85,M,1965-01-01 00:00:00,8920.1
1589,22026977,100,85,5,85,M,1987-01-01 00:00:00,3301.86
1590,16364495,100,85,1,95,F,1983-01-01 00:00:00,3835.88
1591,16364495,100,85,1,95,M,1969-01-01 00:00:00,2844.74
1592,22162428,100,65,20,85,F,1977-01-01 00:00:00,890
1593,22162428,100,65,20,85,M,1975-01-01 00:00:00,4848
1594,19232200,100,85,5,85,M,1990-01-01 00:00:00,5390.84
1595,101275884,100,-100,0,85,M,1982-01-01 00:00:00,7666.51
1596,18189032,100,85,5,85,M,1981-01-01 00:00:00,3905.17
1597,18189032,100,85,5,85,F,1983-01-01 00:00:00,1767.55
1598,101071469,100,-100,35,85,F,1980-01-01 00:00:00,3356.69
1599,101071469,100,-100,35,85,M,1969-01-01 00:00:00,1709.08
1600,6401753,100,95,1,85,M,1974-01-01 00:00:00,2859.67
1601,6401753,100,95,1,85,F,1977-01-01 00:00:00,1649.25
1602,7104351,100,85,5,85,F,1975-01-01 00:00:00,2852.43
1603,7104351,100,85,5,85,F,1977-01-01 00:00:00,3123.71
1604,101023786,100,85,5,85,M,1973-01-01 00:00:00,2500
1605,17231375,100,85,20,85,M,1979-01-01 00:00:00,
1606,17231375,100,85,20,85,F,1978-01-01 00:00:00,
1607,21051305,100,85,20,85,,1993-01-01 00:00:00,1678
1608,21051305,100,85,20,85,M,1988-01-01 00:00:00,2158.5
1609,100714959,100,85,35,85,M,,0
1610,100740572,100,85,20,85,F,1984-01-01 00:00:00,3939.78
1611,8240680,100,75,20,85,M,1968-01-01 00:00:00,3918
1612,8240680,100,75,20,85,F,1970-01-01 00:00:00,3500
1613,101470446,100,85,20,85,F,1952-01-01 00:00:00,2433
1614,21086606,100,85,1,85,M,1980-01-01 00:00:00,4018
1615,21086606,100,85,1,85,F,1981-01-01 00:00:00,1185
1616,100467571,100,75,20,85,M,1968-01-01 00:00:00,2229
1617,100467571,100,75,20,85,F,1969-01-01 00:00:00,2799.7
1618,100301314,100,-100,35,85,M,,3750
1619,20852722,100,85,0,85,M,1984-01-01 00:00:00,4261.54
1620,18415695,100,85,20,85,F,1994-01-01 00:00:00,2760.42
1621,101250256,-100,45,20,85,M,1967-01-01 00:00:00,2866
1622,101250256,-100,45,20,85,F,1979-01-01 00:00:00,2600.42
1623,101817888,100,50,85,65,F,1991-01-01 00:00:00,3039.63
1624,101817888,100,50,85,65,M,1987-01-01 00:00:00,4373.25
1625,20742330,100,85,20,85,F,1983-01-01 00:00:00,3644.94
1626,20742330,100,85,20,85,M,1987-01-01 00:00:00,15962.89
1627,10624981,100,85,15,65,M,1977-01-01 00:00:00,3010
1628,10624981,100,85,15,65,F,1978-01-01 00:00:00,2019
1629,101281894,100,75,20,85,F,,2000
1630,18252336,100,85,5,85,M,1981-01-01 00:00:00,5295.73
1631,18252336,100,85,5,85,F,1987-01-01 00:00:00,3583.83
1632,22126745,100,95,1,95,F,1970-01-01 00:00:00,3185.51
1633,22126745,100,95,1,95,M,1969-01-01 00:00:00,2782.79
1634,22211953,100,95,5,95,F,1988-01-01 00:00:00,3736.5
1635,22211953,100,95,5,95,M,1988-01-01 00:00:00,3145.04
1636,14436285,0,85,5,85,M,1964-01-01 00:00:00,5063.45
1637,100952022,100,85,5,85,F,1966-01-01 00:00:00,2981.25
1638,100952022,100,85,5,85,M,1958-01-01 00:00:00,0
1639,21965657,100,75,65,85,M,1987-01-01 00:00:00,5469.05
1640,101177467,100,20,85,75,F,1982-01-01 00:00:00,0
1641,101177467,100,20,85,75,M,1980-01-01 00:00:00,2955.37
1642,16686575,100,95,5,95,F,1977-01-01 00:00:00,2350
1643,16686575,100,95,5,95,M,1977-01-01 00:00:00,3366.67
1644,18245687,100,85,20,85,F,1964-01-01 00:00:00,2625
1645,13700024,100,95,5,85,F,1968-01-01 00:00:00,0
1646,13700024,100,95,5,85,M,1959-01-01 00:00:00,5251.22
1647,22111565,100,85,20,85,M,1989-01-01 00:00:00,2345.03
1648,100711728,100,85,15,85,M,1985-01-01 00:00:00,3433
1649,100711728,100,85,15,85,F,1992-01-01 00:00:00,0
1650,21227606,100,85,20,85,M,1981-01-01 00:00:00,3863
1651,21227606,100,85,20,85,F,1988-01-01 00:00:00,1494.16
1652,11325505,100,85,20,85,M,1962-01-01 00:00:00,2366.26
1653,11325505,100,85,20,85,F,1959-01-01 00:00:00,848.25
1654,101413862,100,95,1,85,F,1991-01-01 00:00:00,4101.72
1655,101413862,100,95,1,85,M,1985-01-01 00:00:00,3427.08
1656,19454996,0,20,85,65,F,1998-01-01 00:00:00,1245.83
1657,100629507,100,85,5,85,M,1991-01-01 00:00:00,2500
1658,100629507,100,85,5,85,F,1990-01-01 00:00:00,2538
1659,100444354,100,85,65,85,F,1971-01-01 00:00:00,5699.38
1660,100444354,100,85,65,85,M,1980-01-01 00:00:00,2083.47
1661,10159439,100,85,20,85,F,1980-01-01 00:00:00,2722.1
1662,10159439,100,85,20,85,M,1976-01-01 00:00:00,2870.14
1663,21590021,100,85,85,85,F,1979-01-01 00:00:00,2222.92
1664,21590021,100,85,85,85,M,1956-01-01 00:00:00,20182.91
1665,18490996,100,85,1,85,F,1989-01-01 00:00:00,2749
1666,18490996,100,85,1,85,M,1983-01-01 00:00:00,2310
1667,21423600,100,75,5,85,M,1973-01-01 00:00:00,8935
1668,20683614,100,85,5,85,F,1969-01-01 00:00:00,0
1669,20683614,100,85,5,85,M,1969-01-01 00:00:00,11752
1670,17158395,100,95,1,85,M,1961-01-01 00:00:00,4730
1671,17158395,100,95,1,85,F,1960-01-01 00:00:00,1200
1672,21659536,100,85,20,85,F,1982-01-01 00:00:00,-250
1673,21659536,100,85,20,85,M,1959-01-01 00:00:00,4028.99
1674,100726806,-100,85,5,85,M,1987-01-01 00:00:00,4800
1675,100726806,-100,85,5,85,F,1985-01-01 00:00:00,1000
1676,100283413,100,95,1,85,M,1950-01-01 00:00:00,9485
1677,21744669,100,85,65,85,F,1985-01-01 00:00:00,2338
1678,21744669,100,85,65,85,M,1985-01-01 00:00:00,6400
1679,22111746,100,85,20,85,F,1986-01-01 00:00:00,1057.85
1680,22111746,100,85,20,85,M,1983-01-01 00:00:00,6283.94
1681,21378579,100,65,20,85,M,1992-01-01 00:00:00,3700
1682,21378579,100,65,20,85,,1991-01-01 00:00:00,1500
1683,21402820,50,85,5,85,M,1969-01-01 00:00:00,6685.42
1684,21402820,50,85,5,85,F,1979-01-01 00:00:00,1521.77
1685,16876362,100,85,5,85,F,1987-01-01 00:00:00,1950
1686,16876362,100,85,5,85,M,1987-01-01 00:00:00,3466.67
1687,101701255,100,85,5,85,M,1991-01-01 00:00:00,8942.92
1688,101701255,100,85,5,85,F,1993-01-01 00:00:00,3200
1689,101333360,100,85,20,85,M,1983-01-01 00:00:00,5440.06
1690,22244738,100,45,65,85,F,1982-01-01 00:00:00,5296.03
1691,15661737,100,45,75,65,M,1976-01-01 00:00:00,2242.68
1692,15661737,100,45,75,65,F,1978-01-01 00:00:00,1435.17
1693,20313884,100,75,65,85,M,1986-01-01 00:00:00,5352.84
1694,101092187,100,85,20,85,M,1975-01-01 00:00:00,9303.13
1695,101092187,100,85,20,85,F,1981-01-01 00:00:00,3900
1696,20433103,-100,65,85,75,M,1980-01-01 00:00:00,4428.33
1697,20433103,-100,65,85,75,F,1989-01-01 00:00:00,1363
1698,21568485,100,85,15,85,M,1986-01-01 00:00:00,3200
1699,21568485,100,85,15,85,M,1962-01-01 00:00:00,2425.41
1700,14386195,0,95,1,85,F,1960-01-01 00:00:00,3744.08
1701,101145481,-100,85,20,85,M,1971-01-01 00:00:00,7350
1702,16899376,100,85,5,95,M,1992-01-01 00:00:00,3485.32
1703,16899376,100,85,5,95,F,1992-01-01 00:00:00,2812.5
1704,21929535,100,85,20,85,M,1977-01-01 00:00:00,9500
1705,21929535,100,85,20,85,F,1979-01-01 00:00:00,5499
1706,101143893,100,85,20,85,F,1977-01-01 00:00:00,1960.72
1707,101143893,100,85,20,85,M,1978-01-01 00:00:00,4107.33
1708,18974174,100,85,1,85,F,1976-01-01 00:00:00,4400
1709,18974174,100,85,1,85,M,1965-01-01 00:00:00,5000
1710,100846006,100,-100,35,85,F,1967-01-01 00:00:00,3500
1711,18292311,100,95,1,85,F,1963-01-01 00:00:00,6126.66
1712,18292311,100,95,1,85,M,1962-01-01 00:00:00,-511.97
1713,100201480,100,85,20,85,F,1969-01-01 00:00:00,4425.77
1714,100201480,100,85,20,85,M,1964-01-01 00:00:00,3756.21
1715,22014280,100,85,1,85,M,1987-01-01 00:00:00,4160.96
1716,22014280,100,85,1,85,M,1991-01-01 00:00:00,3086.18
1717,100527854,100,85,25,85,F,1987-01-01 00:00:00,2383.33
1718,100527854,100,85,25,85,M,1987-01-01 00:00:00,3141.67
1719,100982098,100,85,20,85,M,1983-01-01 00:00:00,2800
1720,100982098,100,85,20,85,F,1987-01-01 00:00:00,2500
1721,21578138,100,85,20,85,F,1982-01-01 00:00:00,2079.75
1722,21578138,100,85,20,85,M,1982-01-01 00:00:00,5807.96
1723,21239934,0,85,5,85,M,1958-01-01 00:00:00,5029.2
1724,21239934,0,85,5,85,F,1960-01-01 00:00:00,954.15
1725,100393840,100,85,5,85,F,1989-01-01 00:00:00,3733.33
1726,100393840,100,85,5,85,M,1990-01-01 00:00:00,3683.33
1727,21989224,100,85,5,95,F,1970-01-01 00:00:00,2942
1728,101661700,100,45,65,75,F,1981-01-01 00:00:00,1950
1729,101661700,100,45,65,75,M,1977-01-01 00:00:00,4750
1730,100752547,100,85,5,85,M,1991-01-01 00:00:00,2954.1
1731,100752547,100,85,5,85,F,1990-01-01 00:00:00,2808.41
1732,101009806,0,75,65,75,M,1993-01-01 00:00:00,2750
1733,101725561,100,45,85,85,F,1984-01-01 00:00:00,
1734,101557411,100,85,1,95,M,1966-01-01 00:00:00,1776.44
1735,101557411,100,85,1,95,F,1986-01-01 00:00:00,4590.7
1736,19003420,100,85,5,85,F,1968-01-01 00:00:00,3400
1737,21719912,100,85,5,85,F,1990-01-01 00:00:00,3257.75
1738,21719912,100,85,5,85,M,1992-01-01 00:00:00,3450.42
1739,12442703,100,-100,5,85,F,1983-01-01 00:00:00,2064.63
1740,12442703,100,-100,5,85,M,1979-01-01 00:00:00,1850
1741,19394583,100,85,20,85,M,1958-01-01 00:00:00,1748.06
1742,19394583,100,85,20,85,F,1956-01-01 00:00:00,1344.86
1743,100640512,100,85,20,85,M,1980-01-01 00:00:00,2490.15
1744,1687072,100,-100,50,85,M,1969-01-01 00:00:00,2012.61
1745,100642477,100,85,5,85,M,1988-01-01 00:00:00,4305
1746,100642477,100,85,5,85,F,1993-01-01 00:00:00,1880
1747,22240434,100,75,15,85,M,1967-01-01 00:00:00,5160
1748,22240434,100,75,15,85,F,1966-01-01 00:00:00,4640
1749,17378666,100,95,1,85,M,1969-01-01 00:00:00,1897.47
1750,17378666,100,95,1,85,F,1967-01-01 00:00:00,2482.38
1751,5606137,100,85,35,85,M,1977-01-01 00:00:00,3180
1752,5606137,100,85,35,85,F,1980-01-01 00:00:00,1850.53
1753,21176846,100,85,20,85,M,1977-01-01 00:00:00,7027
1754,21176846,100,85,20,85,F,1982-01-01 00:00:00,1463
1755,21215817,100,85,5,85,M,1973-01-01 00:00:00,7074.17
1756,21215817,100,85,5,85,F,1973-01-01 00:00:00,0
1757,13266872,0,85,1,85,M,1977-01-01 00:00:00,4733.45
1758,13266872,0,85,1,85,F,1975-01-01 00:00:00,0
1759,100364682,100,85,5,85,M,1978-01-01 00:00:00,2775
1760,100364682,100,85,5,85,F,1979-01-01 00:00:00,1083.33
1761,100299932,100,-100,35,85,F,1951-01-01 00:00:00,3318.76
1762,12852827,100,95,1,85,M,1985-01-01 00:00:00,2595.81
1763,12852827,100,95,1,85,F,1990-01-01 00:00:00,2191.22
1764,16686102,100,85,5,85,M,1981-01-01 00:00:00,4451
1765,16686102,100,85,5,85,F,1982-01-01 00:00:00,1050
1766,21220982,0,85,20,85,F,1968-01-01 00:00:00,1672.26
1767,21220982,0,85,20,85,M,1968-01-01 00:00:00,2117.2
1768,20560957,100,85,20,85,F,1990-01-01 00:00:00,2791.61
1769,20560957,100,85,20,85,M,1987-01-01 00:00:00,2621.67
1770,19073701,100,85,5,85,M,1956-01-01 00:00:00,4500
1771,19073701,100,85,5,85,F,1955-01-01 00:00:00,0
1772,20949299,100,85,20,85,M,1983-01-01 00:00:00,3750
1773,20949299,100,85,20,85,F,1990-01-01 00:00:00,2000
1774,20858726,100,85,20,85,F,1983-01-01 00:00:00,5368.67
1775,21513443,100,95,1,85,F,1975-01-01 00:00:00,2888.46
1776,100112635,100,85,5,85,M,1975-01-01 00:00:00,3763.28
1777,100112635,100,85,5,85,F,1981-01-01 00:00:00,1899.73
1778,22014928,100,45,65,85,M,1978-01-01 00:00:00,3500
1779,22014928,100,45,65,85,F,1977-01-01 00:00:00,3038
1780,101716951,100,-100,35,85,F,1966-01-01 00:00:00,1759.33
1781,101716951,100,-100,35,85,M,1962-01-01 00:00:00,3089.17
1782,100011950,100,75,20,85,M,1987-01-01 00:00:00,6331.11
1783,21405712,100,85,65,85,M,1989-01-01 00:00:00,2802.96
1784,21405712,100,85,65,85,F,1990-01-01 00:00:00,1086.97
1785,100006250,100,85,5,95,M,1981-01-01 00:00:00,5100
1786,100006250,100,85,5,95,F,1986-01-01 00:00:00,2638
1787,19650344,100,85,20,85,F,1965-01-01 00:00:00,0
1788,19650344,100,85,20,85,M,1966-01-01 00:00:00,4877.48
1789,100979125,100,85,5,85,F,,2500
1790,22219703,100,85,5,85,F,1987-01-01 00:00:00,450
1791,22219703,100,85,5,85,M,1979-01-01 00:00:00,4369.88
1792,21745408,100,85,5,95,M,1967-01-01 00:00:00,6805.67
1793,21745408,100,85,5,95,F,1971-01-01 00:00:00,783.11
1794,101097979,100,85,5,85,M,1988-01-01 00:00:00,5092.35
1795,101097979,100,85,5,85,F,1992-01-01 00:00:00,3617.03
1796,21422392,100,85,5,85,F,1981-01-01 00:00:00,-350
1797,21422392,100,85,5,85,F,1983-01-01 00:00:00,5818
1798,101664263,-100,85,20,85,F,1967-01-01 00:00:00,3840
1799,16535439,100,85,5,85,M,1983-01-01 00:00:00,3670
1800,15032465,-100,85,1,85,M,1988-01-01 00:00:00,2969.95
1801,100164153,100,85,5,85,M,1972-01-01 00:00:00,3326
1802,21582287,0,85,20,85,M,1983-01-01 00:00:00,2230
1803,100978956,100,50,20,85,M,1990-01-01 00:00:00,6208.9
1804,100978956,100,50,20,85,F,1988-01-01 00:00:00,4826.25
1805,19402142,100,65,75,75,M,1983-01-01 00:00:00,3638
1806,100514088,100,85,20,85,F,1977-01-01 00:00:00,2400
1807,19029174,0,65,20,85,M,1984-01-01 00:00:00,3958.05
1808,19029174,0,65,20,85,F,1985-01-01 00:00:00,2990
1809,17416601,100,95,1,95,M,1982-01-01 00:00:00,3644.69
1810,17416601,100,95,1,95,F,1991-01-01 00:00:00,0
1811,18909606,100,85,20,85,F,1988-01-01 00:00:00,2306.57
1812,18909606,100,85,20,85,M,1989-01-01 00:00:00,1580.32
1813,100474881,100,65,20,85,F,1963-01-01 00:00:00,2768
1814,100474881,100,65,20,85,F,1960-01-01 00:00:00,1389.91
1815,17105601,100,85,20,85,F,1977-01-01 00:00:00,1827.37
1816,17105601,100,85,20,85,M,1977-01-01 00:00:00,5609.26
1817,21422938,100,45,85,65,M,1985-01-01 00:00:00,2929.08
1818,100342643,100,85,5,85,M,1966-01-01 00:00:00,3803.27
1819,100342643,100,85,5,85,F,1965-01-01 00:00:00,1090.97
1820,101351332,100,85,5,85,M,2001-01-01 00:00:00,2680
1821,101176414,100,85,5,85,F,1946-01-01 00:00:00,2568
1822,22003342,100,85,15,85,F,1987-01-01 00:00:00,6116.67
1823,22003342,100,85,15,85,M,1971-01-01 00:00:00,2699
1824,5488040,100,85,50,85,M,1963-01-01 00:00:00,1700
1825,5488040,100,85,50,85,F,1970-01-01 00:00:00,400
1826,9866614,100,85,20,85,M,1955-01-01 00:00:00,2873
1827,9866614,100,85,20,85,F,1950-01-01 00:00:00,2600
1828,21383404,100,45,85,65,M,1962-01-01 00:00:00,1462.89
1829,21383404,100,45,85,65,F,1961-01-01 00:00:00,2755
1830,101424404,100,85,20,85,M,1966-01-01 00:00:00,4268.09
